rank	character	count	cumulative	pinyin	eng
959	词	33669	88.4551472208	ci2	works/phrases/classical Chinese poem/word/diction
960	圣	33620	88.472521537	sheng4	holy/sacred/saint/sage
961	择	33615	88.4898932693	ze2/zhai2	to select/to choose/to pick, pick over
962	寻	33469	88.507189551	xun2	to search/to look for/to seek
963	厂	33468	88.5244853159	chang3	cliff/slope/factory/yard/depot/workhouse/works/(industrial) plant
964	睡	33420	88.5417562751	shui4	to sleep
965	博	33366	88.5589993279	bo2	extensive/ample/rich/obtain/aim/to win/to get/rich/plentiful/to gamble
966	勒	33228	88.5761710643	le4/lei1	rein in, strangle
967	烟	33137	88.5932957733	yan1	cigarette/tobacco/smoke
968	授	33017	88.6103584681	shou4	to teach/to instruct/to award/to give
969	诺	32991	88.6274077265	nuo4	to promise/to yes
970	伦	32822	88.6443696482	lun2	human relationship
971	岸	32807	88.6613238181	an4	bank/shore/beach/coast
972	奥	32761	88.6782542159	ao4	obscure/mysterious
973	唐	32757	88.6951825465	tang2	Tang dynasty (618-907)
974	卖	32694	88.7120783197	mai4	to sell
975	俄	32638	88.728945153	e2	suddenly/very soon/Russian
976	炸	32540	88.7457613412	zha2/zha4	fry, explode
977	载	32456	88.7625341196	zai3/zai4	year, to carry/to convey/to load/to hold/and/also/as well as/simultaneously
978	洛	32431	88.7792939783	luo4	(surname)/name of a river
979	健	32399	88.7960372999	jian4	healthy
980	堂	32367	88.8127640843	tang2	(main) hall/large room
981	旁	32268	88.829439707	pang2	beside/one side/other/side/self
982	宫	32179	88.8460693359	gong1	palace
983	喝	32112	88.8626643401	he1/he4	my goodness/to drink, shout applause
984	借	32027	88.8792154176	jie4	to lend/to borrow/excuse/pretext/by means of
985	君	31960	88.8957318705	jun1	monarch/lord/gentleman/ruler
986	禁	31951	88.9122436724	jin1/jin4	endure, to prohibit/to forbid
987	阴	31936	88.9287477224	yin1	(of weather) overcast/Yin/feminine/moon/cloudy/negative (electric.)/shady
988	园	31925	88.9452460879	yuan2	garden
989	谋	31910	88.9617367015	mou2	to plan/seek/scheme
990	宋	31748	88.978143596	song4	(surname)/name of a dynasty
991	避	31731	88.9945417051	bi4	avoid/shun/flee/escape/leave/to keep away/to leave/to hide
992	抓	31675	89.0109108742	zhua1	to grab/to catch/to arrest/to snatch
993	荣	31662	89.0272733251	rong2	glory/honored
994	姑	31647	89.0436280243	gu1	paternal aunt
995	孙	31506	89.0599098568	sun1	grandson
996	逃	31468	89.0761720514	tao2	to escape/to run away/to flee
997	牙	31466	89.0924332124	ya2	tooth/ivory
998	束	31370	89.1086447621	shu4	bunch/(a measure word)/to bind/to control
999	跳	31324	89.1248325397	tiao4	jump/hop/skip (a grade)/to leap/to bounce/to beat
1000	顶	31318	89.1410172165	ding3	go against/most/peak/top/to replace/to substitute/a measure word (use with that)
1001	玉	31279	89.1571817387	yu4	jade
1002	镇	31170	89.1732899314	zhen4	composed/small town/to suppress/to press down/to post
1003	雪	30997	89.1893087202	xue3	snow
1004	午	30985	89.2053213076	wu3	11 a.m.-1 p.m./7th earthly branch/noon
1005	练	30963	89.2213225257	lian4	to practice/to train/to perfect (one's skill)/to drill
1006	迫	30930	89.2373066899	po4	to force/to compel/pressing/urgent
1007	爷	30930	89.2532908541	ye2	grandpa/etc./old gentleman
1008	篇	30894	89.2692564141	pian1	sheet/piece of writing/(a measure word)/chapter/article
1009	肉	30820	89.2851837319	rou4	meat/flesh
1010	嘴	30765	89.3010826266	zui3	mouth
1011	馆	30564	89.3168776475	guan3	house/establishment
1012	遍	30545	89.3326628494	bian4	a time/everywhere/turn/all over/one time
1013	凡	30533	89.3484418499	fan2	ordinary/every/all/whatever/worldly
1014	础	30477	89.3641919105	chu3	foundation/base
1015	洞	30399	89.3799016618	dong4	cave/hole
1016	卷	30343	89.3955824731	juan3/juan4	to roll (up)/to sweep up/to carry on, coil/to roll, chapter/examination paper
1017	坦	30341	89.4112622509	tan3	flat/open-hearted/level/smooth
1018	牛	30047	89.4267900938	niu2	ox/cow/bull
1019	宁	30001	89.4422941647	ning2	peaceful/rather
1020	纸	30001	89.4577982355	zhi3	paper
1021	诸	29957	89.4732795678	zhu1	(surname)/all/many/various
1022	训	29911	89.4887371279	xun4	example/pattern/to teach/to train/instruction
1023	私	29700	89.5040856464	si1	personal/private/selfish
1024	庄	29679	89.5194233124	zhuang1	farm/village
1025	祖	29644	89.534742891	zu3	ancestor/forefather/grandparents
1026	丝	29585	89.5500319792	si1	silk/thread/trace
1027	翻	29568	89.565312282	fan1	flit about/translate/turn over
1028	暴	29566	89.5805915513	bao4	sudden/violent/cruel/to show or expose/to injure
1029	森	29533	89.5958537667	sen1	forest
1030	塔	29454	89.6110751561	ta3	pagoda/tower
1031	默	29432	89.6262851762	mo4	silent/write from memory
1032	握	29418	89.6414879612	wo4	shake hands/to hold/to grasp
1033	戏	29402	89.6566824778	xi4	trick/drama/play/show
1034	隐	29294	89.6718211815	yin3	secret/hidden/concealed
1035	熟	29271	89.6869479992	shu2	familiar/skilled/ripe/done/ripe/cooked
1036	骨	29180	89.7020277894	gu3	bone
1037	访	29134	89.7170838075	fang3	inquire/seek/visit
1038	弱	29129	89.7321372417	ruo4	weak/feeble/young/inferior
1039	蒙	29019	89.7471338295	meng1/meng2/meng3	deceive/cheat/hoodwink, drizzle/mist, dim sighted/ignorant, Mongolia/cover
1040	歌	28957	89.7620983767	ge1/ge1ge	song
1041	店	28926	89.7770469035	dian4	inn/shop/store
1042	鬼	28916	89.7919902624	gui3	ghost/sly/crafty
1043	软	28885	89.8069176011	ruan3	soft/flexible
1044	典	28860	89.82183202	dian3	canon/dictionary
1045	欲	28856	89.8367443719	yu4	desire/wish, desire/longing/appetite/wish
1046	萨	28804	89.8516298509	sa4	(surname)/Bodhisattva
1047	伙	28724	89.8664739871	huo3	assistant/furniture/partner
1048	遭	28642	89.8812757469	zao1	a time/incident/meet by chance/turn
1049	盘	28582	89.8960464997	pan2	big/wooden tray, dish/tray/to build/to check/to examine/to transfer/(a measure word used for dishes of food or coils of wire)/to coil
1050	爸	28526	89.9107883124	ba4	father/dad/pa/papa
1051	扩	28331	89.9254293521	kuo4	enlarge
1052	盖	28310	89.9400595392	gai4/ge3	lid/top/cover/canopy/to build, (surname)
1053	弄	28205	89.954635464	long4/nong4	lane/alley, to do/to manage/to handle/to play with/to fool with/to mess with/to fix/to toy with
1054	雄	28184	89.9692005362	xiong2	heroic/male
1055	稳	28031	89.9836865403	wen3	settled/steady/stable
1056	忘	27961	89.9981363694	wang4	to forget/to overlook/to neglect
1057	亿	27897	90.0125531243	yi4	a hundred million/calculate
1058	刺	27891	90.0269667785	ci4	thorn/sting/prick/pierce/stab/thrust/assassinate/murder
1059	拥	27833	90.0413504592	yong1	(v) gather round/rush in/crowd/throng/to hold/crowded/to support
1060	徒	27812	90.0557232874	tu2	apprentice/disciple
1061	姆	27808	90.0700940484	mu3	governess
1062	杨	27561	90.0843371635	yang2	(surname)/poplar
1063	齐	27480	90.098538419	qi2	(surname)/even/to make even
1064	赛	27472	90.1127355402	sai4	to compete/competition/match
1065	趣	27434	90.1269130236	qu4	interesting/to interest
1066	曲	27401	90.1410734531	qu1/qu3	bent/crooked/wrong, tune/song
1067	刀	27292	90.155177553	dao1	knife
1068	床	27283	90.1692770018	chuang2	bed/couch/(a measure word)
1069	迎	27228	90.1833480274	ying2	to welcome
1070	冰	27201	90.1974050999	bing1	ice
1071	虚	27076	90.2113975742	xu1	devoid of content/void/false/empty/vain
1072	玩	27043	90.2253729946	wan2/wan4	curios/antiques/to play/to amuse oneself, curios/antiques
1073	析	27019	90.2393360121	xi1	to separate/to divide/to analyze
1074	窗	26978	90.2532778415	chuang1	shutter/window
1075	醒	26899	90.2671788448	xing3	to wake up/to be awake
1076	妻	26847	90.2810529753	qi1/qi4	wife, to marry off (a daughter)
1077	透	26836	90.2949214212	tou4	to penetrate/thorough/penetrating/to pass through/to pierce
1078	购	26803	90.3087728132	gou4	to buy/to purchase
1079	替	26687	90.3225642581	ti4	to substitute for/to take the place of/to replace/for/on behalf of/to stand in for
1080	塞	26590	90.3363055748	sai1/sai4/se4	stop up/to squeeze in/to stuff/Serb (abbr.)/Serbian, strategic pass, piston/unenlightened
1081	努	26564	90.3500334551	nu3	to exert/to strive
1082	休	26539	90.3637484158	xiu1	to rest
1083	虎	26514	90.3774504569	hu3	tiger
1084	扬	26509	90.391149914	yang2	hurl/to raise/to scatter
1085	途	26485	90.4048369683	tu2	way/route/road
1086	侵	26466	90.4185142037	qin1	to invade/to infringe/to approach
1087	刑	26453	90.4321847208	xing2	punishment
1088	绿	26414	90.4458350834	lu:4/lv4	green/chlorine
1089	兄	26386	90.4594709759	xiong1	elder brother
1090	迅	26321	90.4730732775	xun4	rapid
1091	套	26301	90.4866652433	tao4	to cover/covering/case/cover/(a measure word, a set of something)/sheath
1092	贸	26198	90.5002039803	mao4	commerce/trade
1093	毕	26148	90.513716878	bi4	the whole of/to finish/to complete/complete/full/finished
1094	唯	26041	90.5271744797	wei2/wei3	-ism/only/alone, yes
1095	谷	26005	90.5406134771	gu3/yu4	grain/corn, valley, (surname)
1096	轮	25958	90.5540281856	lun2	wheel/gear/(by) turn/rotate
1097	库	25924	90.5674253234	ku4	warehouse/storehouse
1098	迹	25920	90.5808203941	ji1/ji4	footprint/mark/trace/vestige/sign/indication, footprint/trace
1099	尤	25908	90.5942092634	you2	outstanding/particularly/especially
1100	竞	25897	90.607592448	jing4	to compete/to contend/to struggle
1101	街	25866	90.6209596123	jie1	street
1102	促	25792	90.6342885345	cu4	to hurry/to rush/to hasten/near/to promote
1103	延	25768	90.6476050539	yan2	to prolong/to extend/to delay
1104	震	25746	90.6609102039	zhen4	shake/shock/sign in trigram
1105	弃	25730	90.6742070855	qi4	abandon/relinquish/to discard/to throw away
1106	甲	25620	90.6874471206	jia3	A (in a sequence of examples involving A, B, C, etc.)/1st heavenly stem/1st in order/armor
1107	伟	25591	90.700672169	wei3	big/large/great
1108	麻	25584	90.7138935999	ma2	(to have) pins and needles/tingling/hemp/numb/to bother
1109	川	25575	90.7271103797	chuan1	river/creek/plain/an area of level country
1110	申	25531	90.740304421	shen1	(surname)/3-5 p.m./9th earthly branch/extend/to state/to explain
1111	缓	25455	90.7534591866	huan3	slow/sluggish/gradual/to postpone
1112	潜	25452	90.7666124018	qian2	hidden/latent/secret/to hide/to conceal/secret/hidden/to submerge
1113	闪	25427	90.7797526974	shan3	flash/lightning
1114	售	25405	90.7928816238	shou4	to sell
1115	灯	25401	90.806008483	deng1	lamp/light
1116	针	25384	90.8191265568	zhen1	injection/needle/pin, needle
1117	哲	25353	90.8322286104	zhe2	philosophy/wise
1118	络	25256	90.8452805357	lao4/luo4	small net, net-like
1119	抵	25228	90.8583179911	di3	hold up/on the whole/push against/to support/to resist/to reach/to arrive/mortgage
1120	朱	25195	90.8713383926	zhu1	(surname)/vermilion, vermilion
1121	埃	25101	90.8843102162	ai1	dirt/dust/angstrom
1122	抱	25069	90.8972655028	bao4	to hold/to carry (in one's arms)/to hug or embrace/surround/cherish
1123	鼓	25016	90.9101933997	gu3	convex/drum/to rouse/to beat
1124	植	24999	90.9231125113	zhi2	to plant
1125	纯	24890	90.9359752933	chun2	pure/simple/unmixed/genuine
1126	夏	24888	90.9488370417	xia4	summer/Xia (proper name)
1127	忍	24862	90.9616853537	ren3	to beat/to endure/to tolerate
1128	页	24861	90.974533149	ye4	page/leaf
1129	杰	24796	90.9873473532	jie2	hero/heroic
1130	筑	24780	91.0001532888	zhu2/zhu4	build/five-string lute
1131	折	24737	91.0129370027	she2/zhe2	broken (as of rope, stick), tenth (in price)/to break/to fold/to turn
1132	郑	24716	91.0257098641	zheng4	(surname)
1133	贝	24675	91.0384615373	bei4	cowries/shell/valuables/shellfish
1134	尊	24662	91.0512064923	zun1	to honor
1135	吴	24632	91.0639359437	wu2	(surname)/province of Jiangsu
1136	秀	24620	91.0766591937	xiu4	handsome/elegant
1137	混	24605	91.089374692	hun2/hun4	confused/dirty/mix, to mix/to get along/thoughtless
1138	臣	24553	91.1020633174	chen2	statesman/vassal/courtier/minister/official
1139	雅	24527	91.1147385064	ya3	elegant
1140	振	24469	91.1273837218	zhen4	rouse
1141	染	24444	91.1400160177	ran3	to catch (a disease)/dye
1142	盛	24387	91.1526188567	cheng2/sheng4	to hold/contain/to ladle/pick up with a utensil, (surname)/flourishing
1143	怒	24374	91.1652149776	nu4	indignant
1144	舞	24360	91.1778038635	wu3	to dance/to wield/to brandish
1145	圆	24267	91.1903446883	yuan2	circle/round/circular/spherical/(of the moon) full/unit of Chinese currency (Yuan)/tactful/to justify
1146	搞	24265	91.2028844796	gao3	to do/to make/to go in for/to set up/to get hold of/to take care of
1147	狂	24259	91.2154211702	kuang2	conceited/mad
1148	措	24172	91.2279129005	cuo4	put in order/arrange/administer/execute/take action on
1149	姓	24142	91.2403891272	xing4	surname/family name/name
1150	残	24030	91.252807474	can2	destroy/spoil/ruin/injure/cruel/oppressive/savage/incomplete/disabled
1151	秋	24030	91.2652258208	qiu1	autumn/fall/harvest time/a swing, a swing
1152	培	24009	91.2776333151	pei2	to cultivate/to earth up
1153	迷	23959	91.2900149701	mi2	bewilder/crazy about/fan/enthusiast/lost/confused
1154	诚	23947	91.3023904237	cheng2	honest/sincere/true
1155	宽	23918	91.3147508906	kuan1	lenient/wide/broad
1156	宇	23891	91.3270974043	yu3	room/universe
1157	猛	23862	91.3394289311	meng3	ferocious/suddenly/fierce/violent/abrupt
1158	摆	23853	91.351755807	bai3	pendulum/to place/to display/to swing/to oscillate/to show/to move/to exhibit
1159	梅	23824	91.364067696	mei2	plum flower
1160	毁	23773	91.376353229	hui3	to destroy/to damage/to ruin, blaze/destroy by fire, defame/to slander
1161	伸	23732	91.3886175738	shen1	to stretch/to extend
1162	摩	23645	91.4008369583	mo2	rub
1163	盟	23581	91.4130232686	meng2	oath/pledge/union/to ally
1164	末	23526	91.4251811557	mo4	end/final stage/latter part
1165	乃	23520	91.437335942	nai3	to be/thus/so/therefore/then/only/thereupon
1166	悲	23500	91.4494803927	bei1	sad/sadness/sorrow/grief
1167	拍	23483	91.461616058	pai1	to clap/to pat/to beat/to hit/to slap/to take (a picture)
1168	丁	23479	91.4737496562	ding1	(surname)/4th heavenly stem/a Chinese surname
1169	赵	23428	91.4858568983	zhao4	(surname)
1170	硬	23364	91.4979310662	ying4	hard/stiff/strong/firm
1171	麦	23271	91.5099571731	mai4	(surname)/wheat/barley/oats
1172	蒋	23237	91.5219657093	jiang3	(surname)
1173	操	23193	91.5339515069	cao1	to hold/to drill/to exercise/to act/to do/to take in hand/to keep/to manage
1174	耶	23175	91.5459280024	ye1	(final part.)/(phonetic)
1175	阻	23151	91.557892095	zu3	to hinder/to block/to obstruct
1176	订	22991	91.5697735021	ding4	to agree/to conclude/to draw up/to subscribe to (a newspaper, etc.)/to order
1177	彩	22982	91.581650258	cai3	(bright) color/variety/applause/applaud/(lottery) prize, colored/variegated
1178	抽	22937	91.5935037587	chou1	to draw out/to smoke (cigarettes)/to pump
1179	赞	22909	91.6053427893	zan4	to praise, to patronize/to support/to praise
1180	魔	22835	91.6171435779	mo2	devil
1181	纷	22820	91.6289366146	fen1	numerous/confused/disorderly
1182	沿	22781	91.6407094968	yan2/yan4	along, riverside (with -r)
1183	喊	22779	91.6524813454	han3	call/cry/to shout
1184	违	22751	91.664238724	wei2	to disobey/to violate/to separate/to go against
1185	妹	22723	91.6759816326	mei4	younger sister
1186	浪	22639	91.6876811313	lang4	wave/breaker/unrestrained/dissipated
1187	汇	22608	91.6993646096	hui4	remit/to converge (of rivers)/to exchange, class/collection
1188	币	22592	91.7110398193	bi4	money/coins/currency
1189	丰	22439	91.722635961	feng1	buxom/good-looking/appearance and carriage of a person, (surname)/abundant/plentiful/great
1190	蓝	22437	91.734231069	la/lan2	kohlrabi, blue
1191	殊	22407	91.7458106736	shu1	unique
1192	献	22396	91.7573845934	xian4	to offer
1193	桌	22336	91.7689275062	zhuo1	table
1194	啦	22263	91.7804326937	la1/la	(onomat.)/(phonetic), (an auxiliary word performing the grammatical functions of mood)/fusion of le + a
1195	瓦	22229	91.7919203104	wa3	tile
1196	莱	22187	91.8033862222	lai2	Chenopodium album
1197	援	22180	91.8148485165	yuan2	to help/to assist/to aid
1198	译	22170	91.8263056429	yi4	to translate/to interpret
1199	夺	22148	91.8377514001	duo2	rob/snatch
1200	汽	22098	91.849171318	qi4	steam/vapor
1201	烧	22078	91.8605809002	shao1	to burn/to cook/to stew/to bake/to roast/fever
1202	距	21970	91.8719346696	ju4	at a distance of/distance/to be apart
1203	裁	21918	91.8832615662	cai2	cut out (as a dress)/cut/trim/reduce/diminish/decision/judgment
1204	偏	21877	91.8945672746	pian1	one-sided/to lean/to slant/prejudiced/inclined to one side
1205	符	21862	91.9058652312	fu2	mark/sign/talisman/to seal/to correspond (to)/tally/symbol/written charm/to coincide
1206	勇	21819	91.917140966	yong3	brave
1207	触	21719	91.9283650224	chu4	knock against/touch/to feel
1208	课	21705	91.9395818437	ke4	subject/class/lesson
1209	敬	21646	91.9507681747	jing4	to respect/to venerate/to salute/to offer
1210	哭	21444	91.9618501152	ku1	to cry/to weep
